Número de oraciones principales con sujeto antepuesto: 3052
Número de oraciones principales sin sujeto antepuesto: 4659

Porcentaje de oraciones con sujeto antepuesto: 39.58 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| en_wr_16_19_1_2_tab_annotated.conllu   |                    4 |                 1 |                   20    |
| en_wr_13_22_1_4_kjb_annotated.conllu   |                   12 |                 4 |                   25    |
| en_wr_12_14_3_1_sem_annotated.conllu   |                   20 |                19 |                   48.72 |
| en_wr_16_14_5_1_ikd_annotated.conllu   |                   18 |                44 |                   70.97 |
| en_wr_12_45_2_5_kh_annotated.conllu    |                    5 |                 3 |                   37.5  |
| en_wr_19_23_7_11_jns_annotated.conllu  |                   15 |                14 |                   48.28 |
| en_wr_21_15_2_2_mwc_annotated.conllu   |                    5 |                 2 |                   28.57 |
| en_wr_17_19_4_4_wsm_annotated.conllu   |                    8 |                 2 |                   20    |
| en_wr_21_18_4_1_jlm_annotated.conllu   |                   19 |                50 |                   72.46 |
| en_wr_15_22_4_2_epc_annotated.conllu   |                   15 |                 5 |                   25    |
| en_wr_21_18_2_1_dmh_annotated.conllu   |                    3 |                 4 |                   57.14 |
| en_wr_12_28_3_1_lp_annotated.conllu    |                    5 |                 3 |                   37.5  |
| en_wr_20_23_1_5_lph_annotated.conllu   |                   14 |                 5 |                   26.32 |
| en_wr_12_16_3_1_dlv_annotated.conllu   |                    3 |                 9 |                   75    |
| en_wr_21_16_5_1_es_annotated.conllu    |                    4 |                 1 |                   20    |
| en_wr_17_16_1_2_lnp_annotated.conllu   |                   10 |                 9 |                   47.37 |
| en_wr_18_18_3_5_kf_annotated.conllu    |                    3 |                16 |                   84.21 |
| en_wr_14_30_20_8_fa_annotated.conllu   |                    6 |                 2 |                   25    |
| en_wr_21_43_3_1_aj_annotated.conllu    |                   31 |                 7 |                   18.42 |
| en_wr_18_18_3_4_ad_annotated.conllu    |                    9 |                 3 |                   25    |
| en_wr_20_20_13_5_tlmd_annotated.conllu |                   17 |                 4 |                   19.05 |
| en_wr_13_19_3_2_kk_annotated.conllu    |                    2 |                 6 |                   75    |
| en_wr_13_17_3_5_ss_annotated.conllu    |                    6 |                 1 |                   14.29 |
| en_wr_18_16_6_4_ade_annotated.conllu   |                    3 |                 1 |                   25    |
| en_wr_16_20_2_2_mj_annotated.conllu    |                    1 |                 5 |                   83.33 |
| en_wr_15_20_2_2_jf_annotated.conllu    |                    5 |                11 |                   68.75 |
| en_wr_20_15_3_4_anm_annotated.conllu   |                    7 |                12 |                   63.16 |
| en_wr_12_15_3_2_lnw_annotated.conllu   |                   11 |                13 |                   54.17 |
| en_wr_13_20_4_2_lg_annotated.conllu    |                    1 |                16 |                   94.12 |
| en_wr_12_18_4_1_jaf_annotated.conllu   |                   12 |                 8 |                   40    |
| en_wr_21_18_3_5_kah_annotated.conllu   |                    5 |                 0 |                    0    |
| en_wr_21_19_3_1_jtf_annotated.conllu   |                   13 |                10 |                   43.48 |
| en_wr_16_21_5_2_klrj_annotated.conllu  |                    5 |                 0 |                    0    |
| en_wr_15_21_4_5_tdd_annotated.conllu   |                    5 |                 0 |                    0    |
| en_wr_20_15_4_2_mmh_annotated.conllu   |                   10 |                10 |                   50    |
| en_wr_19_15_2_2_sh_annotated.conllu    |                    8 |                 1 |                   11.11 |
| en_wr_13_19_0_1_vh_annotated.conllu    |                    6 |                 2 |                   25    |
| en_wr_16_16_3_1_sep_annotated.conllu   |                   26 |                52 |                   66.67 |
| en_wr_16_15_3_3_jjv_annotated.conllu   |                    0 |                 1 |                  100    |
| en_wr_14_26_0_2_lcc_annotated.conllu   |                    2 |                 3 |                   60    |
| en_wr_21_19_4_2_ktr_annotated.conllu   |                    6 |                 2 |                   25    |
| en_wr_17_19_2_1_mjb_annotated.conllu   |                    1 |                 4 |                   80    |
| en_wr_20_20_2_1_jds_annotated.conllu   |                    9 |                 2 |                   18.18 |
| en_wr_14_15_2_4_kg_annotated.conllu    |                   11 |                 7 |                   38.89 |
| en_wr_21_43_2_1_cb_annotated.conllu    |                   11 |                11 |                   50    |
| en_wr_14_19_2_2_aah_annotated.conllu   |                    0 |                 6 |                  100    |
| en_wr_12_14_-_1_dkm_annotated.conllu   |                   24 |                26 |                   52    |
| en_wr_19_25_2_2_lbb_annotated.conllu   |                    7 |                 1 |                   12.5  |
| en_wr_17_22_0_2_ajc_annotated.conllu   |                    1 |                 6 |                   85.71 |
| en_wr_14_23_1_1_sj_annotated.conllu    |                    4 |                 3 |                   42.86 |
| en_wr_16_20_2_4_wtt_annotated.conllu   |                   25 |                12 |                   32.43 |
| en_wr_15_31_2_2_tpb_annotated.conllu   |                    5 |                 8 |                   61.54 |
| en_wr_21_20_3_3_bb_annotated.conllu    |                    1 |                 6 |                   85.71 |
| en_wr_16_19_2_7_ans_annotated.conllu   |                   16 |                 4 |                   20    |
| en_wr_11_19_2_2_jvj_annotated.conllu   |                    2 |                 0 |                    0    |
| en_wr_17_20_3_1_car_annotated.conllu   |                    8 |                 5 |                   38.46 |
| en_wr_21_19_2_2_kljm_annotated.conllu  |                    8 |                11 |                   57.89 |
| en_wr_15_20_0_2_jwm_annotated.conllu   |                    7 |                 2 |                   22.22 |
| en_wr_16_17_2_1_sm_annotated.conllu    |                    4 |                 2 |                   33.33 |
| en_wr_16_21_5_5_set_annotated.conllu   |                   18 |                27 |                   60    |
| en_wr_19_20_6_5_rw_annotated.conllu    |                   23 |                 3 |                   11.54 |
| en_wr_12_18_1_5_sst_annotated.conllu   |                    3 |                 0 |                    0    |
| en_wr_12_17_3_1_rg_annotated.conllu    |                    2 |                 3 |                   60    |
| en_wr_13_26_0_1_lma_annotated.conllu   |                   34 |                25 |                   42.37 |
| en_wr_12_24_0_1_bp_annotated.conllu    |                    4 |                 7 |                   63.64 |
| en_wr_15_19_2_1_kla_annotated.conllu   |                    2 |                 1 |                   33.33 |
| en_wr_16_21_4_2_sl_annotated.conllu    |                    8 |                 0 |                    0    |
| en_wr_12_19_4_2_jw_annotated.conllu    |                    4 |                 4 |                   50    |
| en_wr_20_-_2_5_rf_annotated.conllu     |                    9 |                 0 |                    0    |
| en_wr_18_29_0_1_tma_annotated.conllu   |                    2 |                 2 |                   50    |
| en_wr_16_38_1_5_lar_annotated.conllu   |                    3 |                 2 |                   40    |
| en_wr_15_19_0_2_rh_annotated.conllu    |                    6 |                 0 |                    0    |
| en_wr_19_16_3_4_em_annotated.conllu    |                    4 |                 0 |                    0    |
| en_wr_11_20_0_2_ech_annotated.conllu   |                    1 |                 0 |                    0    |
| en_wr_11_25_2_2_ces_annotated.conllu   |                    2 |                 3 |                   60    |
| en_wr_20_20_4_5_nm_annotated.conllu    |                   27 |                 8 |                   22.86 |
| en_wr_18_28_0_1_th_annotated.conllu    |                   38 |                33 |                   46.48 |
| en_wr_19_17_7_1_sr_annotated.conllu    |                   31 |                15 |                   32.61 |
| en_wr_15_15_2_1_led_annotated.conllu   |                   12 |                 0 |                    0    |
| en_wr_20_18_0_5_kaw_annotated.conllu   |                    3 |                 1 |                   25    |
| en_wr_21_15_2_1_eac_annotated.conllu   |                   31 |                 8 |                   20.51 |
| en_wr_14_14_1_1_ces_annotated.conllu   |                   12 |                25 |                   67.57 |
| en_wr_21_16_2_4_ks_annotated.conllu    |                    8 |                 1 |                   11.11 |
| en_wr_18_16_2_1_pc_annotated.conllu    |                    3 |                 3 |                   50    |
| en_wr_15_26_1_8_wsc_annotated.conllu   |                    3 |                 1 |                   25    |
| en_wr_16_19_4_1_lem_annotated.conllu   |                    3 |                 2 |                   40    |
| en_wr_17_20_1_2_vl_annotated.conllu    |                    3 |                 0 |                    0    |
| en_wr_17_17_5_1_jk_annotated.conllu    |                    6 |                 2 |                   25    |
| en_wr_15_16_3_5_mks_annotated.conllu   |                    5 |                 1 |                   16.67 |
| en_wr_17_20_5_5_amw_annotated.conllu   |                    6 |                 5 |                   45.45 |
| en_wr_11_18_3_9_jn_annotated.conllu    |                   12 |                 3 |                   20    |
| en_wr_12_28_1_5_hn_annotated.conllu    |                    2 |                 4 |                   66.67 |
| en_wr_20_15_1_1_bmw_annotated.conllu   |                    3 |                 2 |                   40    |
| en_wr_14_21_1_5_sc_annotated.conllu    |                   10 |                 3 |                   23.08 |
| en_wr_19_17_3_1_adz_annotated.conllu   |                    8 |                 6 |                   42.86 |
| en_wr_15_30_1_2_tt_annotated.conllu    |                    4 |                 9 |                   69.23 |
| en_wr_13_21_2_2_rlw_annotated.conllu   |                    2 |                12 |                   85.71 |
| en_wr_18_15_4_1_dj_annotated.conllu    |                   11 |                 2 |                   15.38 |
| en_wr_17_15_2_2_ch_annotated.conllu    |                    9 |                 4 |                   30.77 |
| en_wr_15_29_1_12_bh_annotated.conllu   |                    4 |                 1 |                   20    |
| en_wr_12_20_1_1_jmw_annotated.conllu   |                    3 |                 2 |                   40    |
| en_wr_19_20_3_2_rls_annotated.conllu   |                   12 |                 9 |                   42.86 |
| en_wr_17_23_3_1_hlh_annotated.conllu   |                   12 |                 4 |                   25    |
| en_wr_17_15_1_4_jld_annotated.conllu   |                    6 |                 9 |                   60    |
| en_wr_16_19_1_2_snl_annotated.conllu   |                    8 |                 8 |                   50    |
| en_wr_17_19_3_2_wpa_annotated.conllu   |                    1 |                 3 |                   75    |
| en_wr_14_37_2_1_dd_annotated.conllu    |                    9 |                 4 |                   30.77 |
| en_wr_18_25_3_2_lbc_annotated.conllu   |                    7 |                 1 |                   12.5  |
| en_wr_14_17_1_1_sr_annotated.conllu    |                   35 |                22 |                   38.6  |
| en_wr_19_20_2_5_kah_annotated.conllu   |                    0 |                 4 |                  100    |
| en_wr_18_26_1_2_jg_annotated.conllu    |                    1 |                 5 |                   83.33 |
| en_wr_17_23_4_2_ar_annotated.conllu    |                    3 |                 5 |                   62.5  |
| en_wr_12_13_1_1_mkd_annotated.conllu   |                   15 |                34 |                   69.39 |
| en_wr_15_17_4_5_sla_annotated.conllu   |                    8 |                 8 |                   50    |
| en_wr_18_21_1_2_ana_annotated.conllu   |                   25 |                 4 |                   13.79 |
| en_wr_16_24_3_2_jlp_annotated.conllu   |                   12 |                 4 |                   25    |
| en_wr_21_54_1_1_rmh_annotated.conllu   |                   23 |                14 |                   37.84 |
| en_wr_21_31_4_2_ef_annotated.conllu    |                   27 |                 5 |                   15.62 |
| en_wr_21_19_4_8_za_annotated.conllu    |                    1 |                 2 |                   66.67 |
| en_wr_21_33_3_4_jd_annotated.conllu    |                   43 |                 3 |                    6.52 |
| en_wr_12_22_4_5_jmd_annotated.conllu   |                    5 |                 2 |                   28.57 |
| en_wr_16_14_5_1_aar_annotated.conllu   |                   17 |                34 |                   66.67 |
| en_wr_18_17_5_3_cjm_annotated.conllu   |                    4 |                 1 |                   20    |
| en_wr_14_24_2_2_jr_annotated.conllu    |                    1 |                 2 |                   66.67 |
| en_wr_14_21_2_1_kmm_annotated.conllu   |                   33 |                26 |                   44.07 |
| en_wr_21_16_2_4_ck_annotated.conllu    |                   13 |                 4 |                   23.53 |
| en_wr_16_22_0_1_ep_annotated.conllu    |                    4 |                 0 |                    0    |
| en_wr_15_18_7_2_dsj_annotated.conllu   |                    1 |                 0 |                    0    |
| en_wr_17_22_1_2_dhl_annotated.conllu   |                    5 |                 4 |                   44.44 |
| en_wr_17_21_0_2_at_annotated.conllu    |                    0 |                 8 |                  100    |
| en_wr_16_43_3_5_heh_annotated.conllu   |                    2 |                 4 |                   66.67 |
| en_wr_18_33_2_1_blw_annotated.conllu   |                   16 |                11 |                   40.74 |
| en_wr_20_21_0_1_jjp_annotated.conllu   |                    1 |                 0 |                    0    |
| en_wr_17_27_1_2_alg_annotated.conllu   |                    6 |                 4 |                   40    |
| en_wr_21_29_3_1_k_annotated.conllu     |                    8 |                 2 |                   20    |
| en_wr_17_25_1_4_jd_annotated.conllu    |                    4 |                 1 |                   20    |
| en_wr_15_21_3_1_jab_annotated.conllu   |                    7 |                 2 |                   22.22 |
| en_wr_18_19_4_2_tew_annotated.conllu   |                   21 |                10 |                   32.26 |
| en_wr_15_21_4_2_cac_annotated.conllu   |                    5 |                 3 |                   37.5  |
| en_wr_16_15_3_1_ama_annotated.conllu   |                    8 |                44 |                   84.62 |
| en_wr_21_20_6_5_jem_annotated.conllu   |                   10 |                 2 |                   16.67 |
| en_wr_18_18_4_2_laj_annotated.conllu   |                   12 |                16 |                   57.14 |
| en_wr_15_25_2_2_njt_annotated.conllu   |                    2 |                 2 |                   50    |
| en_wr_13_18_2_2_jj_annotated.conllu    |                    2 |                 3 |                   60    |
| en_wr_15_20_1_4_dh_annotated.conllu    |                    7 |                 3 |                   30    |
| en_wr_17_31_4_2_mw_annotated.conllu    |                    8 |                 3 |                   27.27 |
| en_wr_13_18_0_6_jls_annotated.conllu   |                   13 |                17 |                   56.67 |
| en_wr_17_26_0_1_hr_annotated.conllu    |                    7 |                 3 |                   30    |
| en_wr_18_20_4_2_hdj_annotated.conllu   |                    6 |                12 |                   66.67 |
| en_wr_21_18_6_4_alc_annotated.conllu   |                   17 |                 4 |                   19.05 |
| en_wr_16_19_5_1_mlg_annotated.conllu   |                   13 |                 8 |                   38.1  |
| en_wr_17_44_1_1_srd_annotated.conllu   |                   15 |                 1 |                    6.25 |
| en_wr_18_18_4_2_jmw_annotated.conllu   |                    8 |                 4 |                   33.33 |
| en_wr_20_20_1_12_cb_annotated.conllu   |                   12 |                10 |                   45.45 |
| en_wr_16_20_2_2_tj_annotated.conllu    |                    8 |                 5 |                   38.46 |
| en_wr_13_22_1_1_mdk_annotated.conllu   |                   12 |                 6 |                   33.33 |
| en_wr_11_27_0_1_am_annotated.conllu    |                    5 |                 6 |                   54.55 |
| en_wr_12_21_2_5_plw_annotated.conllu   |                    4 |                 4 |                   50    |
| en_wr_15_23_7_2_ld_annotated.conllu    |                    4 |                 4 |                   50    |
| en_wr_21_30_1_1_kq_annotated.conllu    |                   20 |                14 |                   41.18 |
| en_wr_18_18_0_2_cr_annotated.conllu    |                    3 |                 2 |                   40    |
| en_wr_19_37_1_1_nj_annotated.conllu    |                    9 |                13 |                   59.09 |
| en_wr_19_27_2_1_ca_annotated.conllu    |                    1 |                 7 |                   87.5  |
| en_wr_19_19_4_5_sm_annotated.conllu    |                   33 |                 5 |                   13.16 |
| en_wr_18_15_2_2_ack_annotated.conllu   |                    1 |                 0 |                    0    |
| en_wr_16_19_2_2_jkh_annotated.conllu   |                    0 |                 8 |                  100    |
| en_wr_21_16_4_2_blb_annotated.conllu   |                    5 |                 2 |                   28.57 |
| en_wr_20_51_3_1_fmb_annotated.conllu   |                    9 |                 4 |                   30.77 |
| en_wr_13_23_3_12_lo_annotated.conllu   |                    4 |                 6 |                   60    |
| en_wr_18_30_1_2_rp_annotated.conllu    |                    5 |                 2 |                   28.57 |
| en_wr_15_49_1_2_je_annotated.conllu    |                    3 |                 4 |                   57.14 |
| en_wr_13_18_4_8_knd_annotated.conllu   |                    9 |                 4 |                   30.77 |
| en_wr_14_59_2_2_sb_annotated.conllu    |                    9 |                 5 |                   35.71 |
| en_wr_13_13_1_1_hme_annotated.conllu   |                   26 |                31 |                   54.39 |
| en_wr_16_18_4_2_rtd_annotated.conllu   |                    4 |                11 |                   73.33 |
| en_wr_15_29_-_1_arb_annotated.conllu   |                    1 |                 3 |                   75    |
| en_wr_13_19_1_1_wd_annotated.conllu    |                   10 |                10 |                   50    |
| en_wr_18_16_4_5_ajb_annotated.conllu   |                    1 |                 1 |                   50    |
| en_wr_16_18_6_2_js_annotated.conllu    |                    4 |                 6 |                   60    |
+----------------------------------------+----------------------+-------------------+-------------------------+
